"","Weather","Herbicide_Application","Manure","Weeds","Fungicide_Application","Nitrogen","Fertilizer_Application","Filter_Cake","Amount_of_N_Fertilizer","Type_of_N_Fertilizer","Mechanical_Cultivation","Pests_and_Disease","Soil","Yield","Water_Application","Hand_Weeding","Potash","Compound_D","Single_Supers","Timing_of_Dressings","Trash_Burning","Heat_Treatment","Pesticide_Application"
"563","favourable","no","yes","dirty","no","not_effective","not_effective","no","0.5","urea","no","infested","poor","70_to_100","0.75","lots","no","no","no","right","no","yes","no"
"564","unfavourable","no","no","dirty","yes","effective","effective","no","0.5","AN","yes","free","poor","70_to_100","1","lots","no","no","yes","wrong","yes","no","yes"
"565","unfavourable","no","no","dirty","no","effective","effective","yes","1","AN","no","infested","poor",">=_100","0.75","less","yes","yes","yes","wrong","yes","yes","yes"
"566","favourable","yes","yes","dirty","yes","effective","effective","yes","0.5","urea","yes","infested","good","0_to_70","0.5","less","no","no","no","right","yes","yes","yes"
"567","unfavourable","yes","no","clean","yes","effective","effective","yes","1","AN","yes","free","poor","0_to_70","0.5","lots","yes","yes","yes","wrong","yes","no","no"
"568","favourable","yes","no","dirty","no","not_effective","effective","yes","0.5","urea","no","infested","good",">=_100","1","lots","no","yes","no","right","yes","yes","no"
"569","unfavourable","yes","yes","dirty","no","effective","not_effective","no","1","urea","yes","infested","good","0_to_70","0.5","lots","yes","yes","no","wrong","yes","yes","yes"
"570","unfavourable","yes","yes","dirty","no","not_effective","not_effective","no","1","AN","no","free","good",">=_100","1","lots","no","no","yes","right","yes","yes","yes"
"571","favourable","yes","yes","clean","yes","not_effective","not_effective","no","0.5","urea","no","infested","poor",">=_100","1","lots","no","no","yes","wrong","no","no","no"
"572","unfavourable","no","yes","dirty","no","not_effective","not_effective","no","0.5","AN","yes","infested","poor","0_to_70","0.75","lots","yes","yes","no","right","no","no","yes"
"573","favourable","yes","yes","clean","no","effective","not_effective","yes","1","AN","yes","free","good","70_to_100","0.5","lots","no","no","no","wrong","no","yes","yes"
"574","favourable","yes","no","dirty","no","effective","not_effective","yes","1","urea","no","free","good",">=_100","1","lots","no","no","yes","wrong","yes","yes","yes"
"575","favourable","no","yes","dirty","no","not_effective","not_effective","no","1","urea","no","infested","poor","0_to_70","0.75","less","no","yes","no","right","no","no","no"
"576","favourable","yes","yes","clean","no","effective","effective","yes","0.5","AN","yes","infested","good","0_to_70","1","lots","yes","yes","yes","right","no","yes","no"
"577","favourable","yes","no","dirty","no","not_effective","effective","yes","1","urea","yes","infested","poor","70_to_100","0.5","lots","yes","yes","no","right","no","yes","yes"
"578","favourable","no","no","dirty","no","not_effective","not_effective","no","1","urea","yes","infested","poor",">=_100","0.75","lots","no","yes","no","wrong","no","yes","no"
"579","unfavourable","yes","no","dirty","yes","not_effective","not_effective","yes","0.5","AN","yes","free","poor",">=_100","1","less","yes","no","yes","right","yes","no","yes"
"580","unfavourable","yes","no","dirty","yes","effective","not_effective","yes","1","AN","no","infested","poor","70_to_100","0.75","less","no","yes","yes","right","no","yes","no"
"581","favourable","no","no","clean","no","not_effective","effective","yes","0.5","urea","yes","free","good","70_to_100","0.5","less","yes","no","yes","wrong","no","yes","yes"
"582","favourable","no","no","dirty","yes","effective","effective","no","0.5","AN","yes","infested","good","70_to_100","1","less","no","yes","yes","wrong","yes","yes","yes"
"583","favourable","no","yes","clean","yes","not_effective","effective","yes","1","AN","yes","free","poor","0_to_70","0.5","less","yes","yes","no","right","yes","no","yes"
"584","unfavourable","yes","yes","clean","yes","effective","effective","yes","1","urea","yes","free","good","70_to_100","0.5","lots","no","no","no","right","yes","no","no"
"585","unfavourable","yes","no","clean","no","effective","effective","no","0.5","AN","yes","free","good","0_to_70","0.5","less","yes","no","yes","right","no","yes","yes"
"586","unfavourable","no","no","dirty","yes","effective","effective","no","0.5","urea","no","free","poor",">=_100","1","lots","yes","no","no","wrong","yes","no","no"
"587","favourable","no","yes","clean","no","effective","effective","no","1","AN","no","free","good","70_to_100","0.75","less","yes","no","yes","wrong","yes","yes","yes"
"588","unfavourable","yes","no","dirty","no","effective","effective","no","0.5","urea","no","free","good","70_to_100","0.75","lots","no","no","yes","right","no","yes","yes"
"589","unfavourable","yes","no","clean","yes","effective","not_effective","yes","1","urea","yes","free","poor","0_to_70","0.5","less","no","no","no","right","yes","yes","yes"
"590","favourable","no","no","clean","yes","not_effective","not_effective","no","1","AN","no","free","poor","70_to_100","0.75","lots","no","yes","no","wrong","no","yes","yes"
"591","unfavourable","no","no","dirty","no","effective","not_effective","no","0.5","urea","yes","infested","poor",">=_100","0.5","lots","yes","yes","no","right","yes","no","yes"
"592","favourable","no","no","dirty","yes","effective","effective","no","1","urea","yes","infested","good","0_to_70","0.5","lots","no","yes","no","wrong","no","no","yes"
"593","unfavourable","yes","yes","clean","yes","not_effective","not_effective","no","1","urea","no","infested","good","70_to_100","0.75","lots","no","yes","yes","wrong","no","yes","yes"
"594","favourable","no","no","clean","no","not_effective","effective","yes","1","AN","no","free","good","70_to_100","0.5","less","no","yes","yes","wrong","yes","no","yes"
"595","unfavourable","no","no","dirty","yes","not_effective","effective","no","0.5","AN","yes","free","poor","70_to_100","0.5","lots","no","no","no","wrong","no","no","yes"
"596","favourable","no","yes","dirty","yes","effective","effective","no","0.5","urea","no","infested","good","0_to_70","0.5","lots","no","yes","no","right","yes","no","no"
"597","favourable","yes","yes","dirty","yes","not_effective","effective","no","1","urea","yes","free","good","0_to_70","1","less","yes","no","no","wrong","no","no","no"
"598","unfavourable","yes","yes","dirty","yes","not_effective","effective","yes","0.5","AN","yes","free","good","70_to_100","0.75","lots","yes","yes","yes","wrong","yes","no","no"
"599","unfavourable","no","no","clean","no","effective","effective","yes","0.5","urea","no","free","poor",">=_100","0.75","less","yes","yes","no","right","yes","no","yes"
"600","favourable","no","yes","clean","yes","not_effective","not_effective","yes","0.5","urea","yes","free","poor",">=_100","0.75","lots","yes","yes","yes","right","yes","no","yes"
"601","favourable","no","yes","dirty","yes","not_effective","effective","no","0.5","urea","no","free","poor","70_to_100","0.5","less","no","yes","yes","right","yes","no","no"
"602","unfavourable","yes","no","dirty","yes","effective","effective","no","0.5","urea","no","infested","good","70_to_100","0.5","lots","no","yes","no","right","no","yes","yes"
"603","unfavourable","yes","yes","clean","yes","not_effective","effective","yes","1","urea","yes","infested","poor","0_to_70","0.5","lots","yes","no","yes","right","no","no","no"
"604","unfavourable","no","yes","dirty","no","not_effective","not_effective","no","0.5","AN","no","infested","good","70_to_100","1","less","yes","no","no","wrong","yes","yes","no"
"605","favourable","no","yes","dirty","no","not_effective","effective","yes","1","urea","yes","free","poor","0_to_70","0.75","lots","no","yes","no","right","no","no","yes"
"606","unfavourable","yes","yes","dirty","no","effective","not_effective","yes","1","AN","no","infested","good","0_to_70","0.5","lots","yes","yes","yes","wrong","yes","no","yes"
"607","favourable","no","yes","dirty","no","effective","effective","no","1","urea","yes","infested","good",">=_100","0.5","lots","no","yes","no","wrong","yes","yes","no"
"608","unfavourable","yes","no","clean","yes","not_effective","not_effective","no","1","urea","yes","free","good","70_to_100","1","lots","yes","no","no","wrong","yes","yes","yes"
"609","favourable","yes","yes","clean","yes","effective","not_effective","yes","1","AN","no","free","good","0_to_70","0.5","less","no","yes","no","wrong","no","no","yes"
"610","favourable","no","no","clean","yes","not_effective","not_effective","no","0.5","urea","yes","free","good","70_to_100","1","less","yes","yes","yes","wrong","no","no","yes"
"611","favourable","yes","no","dirty","no","not_effective","not_effective","no","1","AN","no","infested","poor",">=_100","1","lots","no","no","yes","wrong","no","no","no"
"612","unfavourable","no","yes","dirty","no","effective","not_effective","yes","1","urea","yes","free","poor","70_to_100","0.75","less","no","yes","yes","right","yes","no","no"
"613","favourable","no","yes","dirty","yes","not_effective","not_effective","no","0.5","AN","yes","infested","poor","0_to_70","0.5","less","no","yes","no","wrong","yes","no","yes"
"614","unfavourable","no","yes","clean","no","effective","not_effective","no","1","urea","yes","infested","poor",">=_100","0.75","less","yes","no","no","right","yes","no","no"
"615","unfavourable","no","yes","clean","yes","not_effective","not_effective","yes","0.5","urea","yes","infested","poor",">=_100","1","less","no","no","no","right","no","yes","yes"
"616","favourable","yes","yes","clean","yes","effective","effective","no","0.5","urea","yes","infested","good","70_to_100","1","less","yes","no","no","wrong","no","no","no"
"617","favourable","yes","yes","clean","no","effective","effective","no","1","urea","no","free","poor","70_to_100","0.5","lots","no","yes","no","right","yes","yes","no"
"618","favourable","yes","yes","clean","yes","effective","effective","yes","0.5","urea","no","infested","poor",">=_100","0.75","less","no","yes","no","wrong","yes","yes","no"
"619","favourable","yes","yes","clean","yes","effective","effective","yes","1","AN","yes","free","poor","70_to_100","0.75","lots","yes","yes","yes","right","yes","no","yes"
"620","favourable","yes","yes","clean","yes","not_effective","not_effective","yes","1","AN","yes","infested","poor","0_to_70","0.5","lots","no","yes","no","wrong","no","no","yes"
"621","unfavourable","yes","no","clean","no","not_effective","not_effective","no","0.5","AN","yes","free","poor","0_to_70","0.5","less","yes","yes","no","wrong","no","yes","no"
"622","favourable","no","no","clean","yes","not_effective","effective","yes","1","AN","yes","infested","good","70_to_100","1","lots","no","yes","yes","wrong","no","yes","yes"
"623","unfavourable","no","yes","dirty","yes","not_effective","not_effective","yes","1","urea","no","free","good","0_to_70","0.75","lots","yes","yes","yes","wrong","no","yes","no"
"624","favourable","no","no","clean","no","effective","not_effective","no","1","AN","no","infested","poor","70_to_100","0.75","lots","no","yes","no","right","yes","yes","no"
"625","unfavourable","yes","no","clean","no","effective","not_effective","yes","0.5","urea","no","free","poor","0_to_70","0.5","less","no","no","no","wrong","yes","yes","no"
"626","favourable","yes","no","clean","yes","not_effective","effective","yes","0.5","urea","yes","infested","poor","0_to_70","0.75","less","no","yes","yes","wrong","no","no","yes"
"627","favourable","yes","yes","clean","no","effective","effective","yes","0.5","urea","no","free","good","0_to_70","0.75","less","yes","no","yes","wrong","yes","no","no"
"628","unfavourable","no","no","clean","no","effective","not_effective","no","1","urea","no","infested","good",">=_100","0.75","lots","no","no","no","wrong","yes","yes","yes"
"629","unfavourable","no","no","clean","yes","effective","effective","no","1","AN","yes","free","poor","70_to_100","0.5","less","no","yes","no","right","yes","no","no"
"630","favourable","yes","no","clean","no","not_effective","not_effective","no","1","urea","yes","free","good","70_to_100","0.75","less","yes","yes","yes","right","no","yes","yes"
"631","unfavourable","yes","yes","clean","yes","effective","effective","yes","0.5","AN","yes","free","poor","0_to_70","1","less","yes","no","no","wrong","yes","no","no"
"632","unfavourable","yes","yes","dirty","yes","effective","not_effective","yes","0.5","AN","yes","infested","good",">=_100","0.75","less","no","yes","no","wrong","yes","yes","yes"
"633","favourable","yes","no","clean","no","not_effective","not_effective","yes","1","AN","no","infested","good",">=_100","0.5","less","yes","yes","no","right","yes","no","yes"
"634","unfavourable","yes","no","clean","yes","not_effective","not_effective","yes","0.5","AN","yes","free","good",">=_100","0.5","lots","yes","no","no","wrong","yes","yes","no"
"635","unfavourable","yes","yes","dirty","yes","not_effective","effective","yes","1","urea","yes","free","good",">=_100","1","lots","yes","yes","no","wrong","no","no","no"
"636","unfavourable","no","no","dirty","yes","not_effective","not_effective","no","0.5","AN","yes","free","poor",">=_100","0.75","less","yes","yes","no","wrong","yes","yes","no"
"637","unfavourable","no","no","dirty","yes","effective","effective","yes","1","AN","yes","free","good","70_to_100","0.75","less","yes","no","no","right","yes","no","no"
"638","unfavourable","no","yes","clean","yes","not_effective","not_effective","yes","0.5","urea","no","infested","poor",">=_100","0.5","less","yes","no","yes","right","yes","yes","no"
"639","unfavourable","no","no","clean","yes","not_effective","not_effective","yes","1","AN","no","free","poor","70_to_100","0.5","less","no","yes","no","wrong","yes","no","no"
"640","unfavourable","yes","yes","clean","yes","not_effective","effective","no","1","AN","yes","free","poor","70_to_100","1","less","yes","yes","no","wrong","no","yes","yes"
"641","favourable","yes","no","dirty","no","effective","effective","yes","0.5","urea","yes","free","good","0_to_70","0.5","less","yes","no","no","right","no","no","no"
"642","favourable","no","yes","dirty","no","not_effective","effective","yes","0.5","urea","yes","free","good","70_to_100","0.75","less","yes","yes","yes","right","no","no","no"
"643","favourable","yes","no","clean","yes","not_effective","not_effective","no","0.5","AN","no","infested","good","70_to_100","0.75","lots","no","no","yes","wrong","yes","no","yes"
"644","unfavourable","yes","yes","dirty","no","not_effective","not_effective","yes","1","AN","no","infested","poor","70_to_100","0.75","less","yes","yes","no","wrong","yes","yes","yes"
"645","favourable","yes","no","dirty","no","not_effective","not_effective","no","0.5","AN","yes","infested","good",">=_100","0.75","lots","no","yes","no","right","no","no","no"
"646","unfavourable","yes","no","clean","yes","effective","effective","no","1","AN","no","infested","poor","70_to_100","0.5","less","no","no","no","right","yes","no","no"
"647","unfavourable","yes","no","dirty","no","effective","not_effective","no","1","AN","no","free","poor","70_to_100","0.75","lots","no","yes","yes","right","yes","no","yes"
"648","unfavourable","yes","no","dirty","yes","effective","effective","yes","1","urea","no","free","poor",">=_100","1","lots","yes","no","yes","right","yes","yes","no"
"649","unfavourable","no","no","dirty","no","not_effective","not_effective","yes","0.5","urea","no","infested","poor","0_to_70","0.75","less","no","no","yes","right","no","no","yes"
"650","unfavourable","yes","no","dirty","yes","not_effective","effective","yes","0.5","urea","no","infested","poor",">=_100","1","lots","yes","no","no","right","no","no","no"
"651","favourable","no","yes","clean","no","not_effective","not_effective","yes","0.5","AN","yes","infested","good","0_to_70","1","lots","no","yes","yes","wrong","no","no","yes"
"652","unfavourable","no","no","clean","no","effective","effective","no","0.5","AN","no","free","good","0_to_70","0.75","lots","no","no","yes","right","yes","yes","no"
"653","favourable","no","no","clean","yes","not_effective","not_effective","yes","0.5","AN","no","infested","poor","70_to_100","0.75","less","no","no","yes","wrong","no","yes","yes"
"654","unfavourable","no","yes","dirty","yes","effective","effective","no","1","urea","yes","free","poor",">=_100","0.5","less","yes","no","no","wrong","no","yes","yes"
"655","unfavourable","no","no","clean","yes","effective","effective","yes","1","urea","yes","infested","good",">=_100","0.5","less","no","no","yes","wrong","yes","yes","yes"
"656","favourable","yes","yes","dirty","yes","not_effective","effective","yes","0.5","urea","no","free","poor","0_to_70","0.75","less","yes","yes","no","right","no","yes","no"
"657","unfavourable","yes","yes","clean","no","effective","effective","no","0.5","AN","no","infested","good",">=_100","0.75","lots","yes","yes","no","right","no","no","no"
"658","unfavourable","yes","yes","clean","no","effective","effective","no","0.5","urea","no","free","poor",">=_100","0.75","less","yes","yes","yes","right","yes","no","no"
"659","unfavourable","yes","yes","clean","yes","not_effective","effective","yes","0.5","AN","no","infested","poor",">=_100","0.75","less","yes","no","no","wrong","yes","yes","yes"
"660","favourable","no","no","clean","yes","effective","effective","no","0.5","urea","yes","infested","good","0_to_70","0.75","lots","yes","yes","yes","wrong","yes","no","yes"
"661","unfavourable","no","yes","dirty","yes","effective","not_effective","yes","0.5","urea","yes","infested","poor","0_to_70","0.75","less","yes","no","yes","wrong","no","no","no"
"662","favourable","yes","no","clean","yes","not_effective","effective","no","1","AN","yes","free","poor","70_to_100","0.5","less","yes","yes","no","wrong","yes","no","yes"
"663","favourable","no","yes","dirty","no","not_effective","not_effective","yes","1","urea","no","infested","poor","0_to_70","0.5","less","yes","yes","yes","right","yes","yes","yes"
"664","favourable","yes","yes","dirty","no","effective","not_effective","yes","1","AN","no","free","good","0_to_70","0.75","less","yes","yes","no","wrong","no","no","yes"
"665","favourable","yes","yes","dirty","no","effective","not_effective","yes","1","urea","no","infested","poor","70_to_100","1","less","no","no","yes","wrong","no","no","no"
"666","unfavourable","yes","no","clean","no","not_effective","effective","yes","1","urea","no","infested","good","70_to_100","0.75","lots","yes","yes","yes","wrong","no","no","no"
"667","unfavourable","yes","no","clean","no","not_effective","effective","yes","0.5","urea","no","infested","poor","70_to_100","1","lots","yes","no","yes","right","yes","yes","yes"
"668","favourable","yes","yes","clean","no","effective","effective","yes","0.5","urea","yes","infested","good","0_to_70","1","lots","yes","yes","yes","right","yes","no","yes"
"669","favourable","no","no","dirty","no","effective","not_effective","no","0.5","urea","no","free","good","70_to_100","0.5","lots","no","no","yes","wrong","no","yes","no"
"670","favourable","no","no","dirty","no","not_effective","effective","no","1","urea","yes","infested","poor","0_to_70","0.75","lots","no","no","yes","right","yes","yes","no"
"671","unfavourable","yes","no","clean","yes","not_effective","not_effective","no","1","urea","yes","infested","poor",">=_100","0.5","lots","no","yes","no","right","no","no","yes"
"672","unfavourable","no","yes","dirty","no","not_effective","effective","yes","1","AN","yes","free","good",">=_100","0.5","lots","yes","yes","no","wrong","yes","no","no"
"673","favourable","no","yes","dirty","yes","effective","not_effective","yes","0.5","AN","yes","infested","good","0_to_70","1","less","no","no","no","right","no","yes","yes"
"674","favourable","yes","no","dirty","yes","not_effective","effective","no","1","AN","yes","infested","poor","0_to_70","0.5","lots","no","no","yes","right","no","yes","yes"
"675","favourable","no","yes","clean","no","not_effective","not_effective","no","1","AN","no","free","poor","70_to_100","0.5","lots","yes","no","yes","wrong","yes","no","yes"
"676","unfavourable","yes","yes","clean","yes","effective","not_effective","no","1","AN","yes","infested","poor","0_to_70","0.5","lots","yes","yes","no","right","no","yes","yes"
"677","unfavourable","yes","yes","dirty","no","not_effective","effective","no","1","AN","no","free","good","0_to_70","0.75","less","yes","yes","no","wrong","yes","no","no"
"678","favourable","yes","yes","dirty","yes","not_effective","not_effective","yes","0.5","AN","no","infested","good","70_to_100","0.5","lots","yes","no","no","right","yes","no","no"
"679","favourable","yes","yes","dirty","no","not_effective","not_effective","no","0.5","AN","yes","free","good","70_to_100","0.5","less","yes","no","no","wrong","yes","yes","no"
"680","favourable","no","yes","dirty","yes","effective","not_effective","yes","0.5","urea","yes","infested","good","0_to_70","0.5","lots","yes","no","yes","right","yes","yes","no"
"681","favourable","yes","no","clean","no","effective","effective","no","1","AN","yes","infested","good","70_to_100","1","lots","no","yes","yes","right","yes","yes","yes"
"682","unfavourable","yes","no","dirty","yes","not_effective","not_effective","no","0.5","AN","no","free","poor",">=_100","0.75","less","yes","yes","no","right","no","no","no"
"683","favourable","no","no","dirty","yes","effective","effective","yes","0.5","urea","no","infested","good","0_to_70","0.75","less","no","no","no","right","no","yes","no"
"684","favourable","yes","no","dirty","yes","effective","effective","no","1","urea","no","free","good","70_to_100","1","lots","yes","yes","yes","right","no","yes","yes"
"685","favourable","no","no","dirty","no","effective","effective","yes","1","AN","yes","free","good",">=_100","0.5","less","yes","yes","no","right","yes","yes","yes"
"686","favourable","no","yes","dirty","no","not_effective","effective","yes","1","urea","no","infested","good","0_to_70","0.75","lots","no","yes","no","right","yes","yes","no"
"687","unfavourable","yes","no","dirty","yes","effective","not_effective","no","1","urea","yes","infested","poor","70_to_100","0.75","less","no","yes","yes","right","no","yes","no"
"688","favourable","no","yes","clean","no","not_effective","effective","no","0.5","urea","yes","infested","poor",">=_100","0.75","less","no","no","no","right","no","no","no"
"689","unfavourable","yes","yes","dirty","yes","effective","not_effective","no","1","AN","no","free","poor","0_to_70","0.75","less","no","no","yes","right","no","no","yes"
"690","unfavourable","yes","yes","clean","yes","not_effective","not_effective","yes","0.5","urea","no","infested","good","70_to_100","1","less","no","yes","yes","wrong","yes","no","yes"
"691","unfavourable","no","yes","dirty","yes","not_effective","effective","yes","0.5","urea","yes","infested","poor",">=_100","0.75","lots","no","no","no","right","no","yes","no"
"692","unfavourable","yes","no","clean","no","effective","effective","yes","1","AN","yes","infested","good","0_to_70","0.75","lots","no","no","no","right","yes","yes","yes"
"693","favourable","yes","yes","dirty","yes","not_effective","not_effective","no","1","urea","no","free","poor","0_to_70","1","lots","no","no","no","wrong","no","no","yes"
"694","favourable","yes","no","clean","yes","effective","not_effective","yes","0.5","AN","yes","infested","good",">=_100","0.5","lots","no","no","yes","wrong","yes","no","yes"
"695","unfavourable","yes","yes","clean","yes","not_effective","effective","no","1","AN","no","infested","good","70_to_100","0.5","less","yes","yes","no","right","yes","no","yes"
"696","favourable","yes","no","dirty","yes","effective","effective","yes","1","urea","yes","free","poor","0_to_70","0.75","less","no","no","yes","wrong","yes","yes","no"
"697","unfavourable","no","yes","dirty","no","not_effective","effective","yes","0.5","AN","yes","infested","good",">=_100","0.5","lots","no","yes","yes","right","yes","yes","yes"
"698","favourable","yes","yes","clean","no","effective","effective","no","1","urea","yes","free","poor","70_to_100","1","lots","no","no","yes","right","yes","yes","no"
"699","favourable","yes","no","clean","no","not_effective","not_effective","yes","0.5","urea","yes","free","good","70_to_100","0.75","less","no","no","yes","right","yes","yes","yes"
"700","unfavourable","yes","yes","dirty","yes","not_effective","not_effective","no","0.5","urea","yes","infested","good","70_to_100","1","less","yes","yes","yes","right","no","no","yes"
"701","favourable","yes","yes","dirty","yes","not_effective","effective","no","1","urea","no","infested","good","0_to_70","0.75","lots","yes","no","no","right","yes","yes","yes"
"702","unfavourable","no","no","dirty","yes","not_effective","not_effective","yes","1","urea","yes","free","good","70_to_100","0.75","less","no","no","yes","right","yes","yes","yes"
"703","unfavourable","yes","yes","dirty","no","not_effective","effective","no","1","urea","no","infested","poor","70_to_100","0.5","lots","no","yes","no","right","yes","yes","yes"
"704","unfavourable","no","yes","dirty","no","not_effective","effective","yes","1","urea","no","free","good","70_to_100","0.5","less","yes","no","no","right","no","yes","yes"
"705","unfavourable","no","yes","dirty","no","effective","effective","no","0.5","urea","yes","infested","poor",">=_100","0.5","less","no","no","yes","wrong","no","yes","no"
"706","favourable","no","no","dirty","yes","effective","effective","no","0.5","urea","yes","free","good","70_to_100","0.5","less","no","no","yes","wrong","no","no","yes"
"707","unfavourable","no","no","dirty","yes","effective","not_effective","no","0.5","AN","yes","infested","poor",">=_100","0.5","less","yes","yes","yes","right","yes","yes","no"
"708","unfavourable","no","no","dirty","yes","not_effective","effective","yes","1","AN","no","infested","poor","0_to_70","0.75","lots","no","no","no","wrong","yes","yes","no"
"709","favourable","yes","no","clean","no","not_effective","not_effective","yes","1","AN","yes","infested","good","0_to_70","0.75","lots","no","yes","no","wrong","no","no","no"
"710","unfavourable","yes","yes","dirty","no","not_effective","not_effective","yes","0.5","urea","yes","infested","poor","0_to_70","1","less","yes","no","yes","wrong","no","yes","no"
"711","favourable","no","no","dirty","no","not_effective","effective","no","1","AN","yes","infested","poor",">=_100","0.5","less","yes","no","no","right","no","yes","yes"
"712","unfavourable","yes","yes","clean","yes","effective","not_effective","no","0.5","urea","no","infested","good",">=_100","1","less","yes","yes","no","wrong","no","no","yes"
"713","unfavourable","no","no","clean","no","effective","effective","no","0.5","urea","yes","free","good",">=_100","0.75","lots","no","yes","no","wrong","yes","yes","yes"
"714","favourable","yes","yes","clean","yes","not_effective","effective","no","1","urea","yes","infested","poor","0_to_70","0.5","less","yes","yes","no","right","no","no","yes"
"715","unfavourable","yes","yes","dirty","yes","not_effective","not_effective","yes","1","urea","no","free","good","0_to_70","1","lots","no","no","no","right","no","no","no"
"716","unfavourable","yes","yes","clean","yes","not_effective","effective","no","1","urea","yes","infested","poor","0_to_70","0.75","lots","yes","no","yes","wrong","no","no","no"
"717","unfavourable","no","no","clean","no","not_effective","effective","no","1","urea","yes","infested","good",">=_100","1","less","no","no","yes","right","no","yes","yes"
"718","unfavourable","no","no","dirty","yes","effective","effective","yes","0.5","urea","yes","free","poor","0_to_70","0.75","less","no","yes","yes","right","yes","no","yes"
"719","unfavourable","yes","yes","dirty","no","effective","not_effective","no","0.5","urea","yes","free","poor","0_to_70","0.75","lots","no","yes","yes","wrong","no","no","yes"
"720","favourable","yes","yes","dirty","no","not_effective","effective","no","1","AN","yes","infested","poor","0_to_70","0.75","lots","no","yes","no","wrong","yes","no","yes"
"721","favourable","yes","no","clean","no","not_effective","not_effective","no","0.5","urea","no","free","poor",">=_100","0.5","less","yes","no","no","right","no","no","no"
"722","favourable","no","yes","dirty","yes","not_effective","not_effective","yes","1","AN","yes","infested","good","70_to_100","0.75","less","yes","yes","yes","right","no","yes","no"
"723","favourable","yes","no","dirty","yes","not_effective","not_effective","no","0.5","AN","yes","infested","good","70_to_100","0.75","lots","no","yes","no","wrong","no","no","yes"
"724","favourable","no","no","clean","yes","not_effective","effective","no","1","urea","no","infested","poor","0_to_70","1","lots","no","no","no","right","yes","no","no"
"725","unfavourable","no","yes","clean","no","effective","not_effective","no","0.5","AN","yes","infested","good","0_to_70","0.75","less","yes","yes","no","right","no","yes","no"
"726","favourable","no","yes","dirty","no","not_effective","not_effective","no","0.5","urea","no","free","good","0_to_70","1","less","yes","yes","no","right","no","yes","no"
"727","unfavourable","no","yes","dirty","no","effective","effective","no","0.5","AN","no","infested","poor","0_to_70","0.5","less","no","no","no","wrong","no","no","yes"
"728","favourable","no","no","dirty","yes","effective","effective","no","1","AN","yes","infested","good","70_to_100","1","lots","no","yes","yes","right","no","no","yes"
"729","favourable","no","no","clean","no","not_effective","effective","yes","1","AN","yes","free","good","0_to_70","0.5","less","yes","no","yes","right","no","yes","yes"
"730","unfavourable","no","yes","clean","yes","not_effective","not_effective","yes","1","AN","yes","free","poor",">=_100","1","less","no","no","no","right","no","no","no"
"731","unfavourable","no","yes","dirty","no","effective","effective","no","0.5","AN","no","free","good","70_to_100","1","lots","no","yes","no","right","yes","no","yes"
"732","unfavourable","yes","yes","clean","no","effective","not_effective","yes","0.5","AN","yes","infested","good",">=_100","1","lots","no","yes","no","wrong","no","no","yes"
"733","unfavourable","yes","no","dirty","yes","effective","not_effective","no","1","urea","yes","free","poor","0_to_70","0.75","lots","yes","no","yes","right","yes","no","no"
"734","favourable","no","yes","clean","yes","effective","not_effective","yes","1","urea","yes","free","good","70_to_100","1","less","no","yes","yes","right","yes","no","yes"
"735","favourable","yes","yes","dirty","yes","effective","effective","no","0.5","AN","no","infested","poor",">=_100","0.75","less","no","no","no","wrong","no","no","no"
"736","favourable","no","no","clean","yes","not_effective","not_effective","yes","1","urea","yes","free","poor",">=_100","0.5","lots","yes","no","yes","wrong","no","yes","yes"
"737","unfavourable","no","no","dirty","yes","effective","not_effective","no","0.5","urea","no","free","good",">=_100","1","lots","yes","yes","no","wrong","yes","no","no"
"738","unfavourable","yes","yes","dirty","yes","not_effective","not_effective","yes","1","urea","no","free","poor",">=_100","1","less","yes","no","no","wrong","yes","yes","yes"
"739","unfavourable","no","no","dirty","yes","effective","not_effective","yes","0.5","AN","no","free","good","0_to_70","1","lots","yes","no","no","right","no","no","yes"
"740","favourable","yes","no","dirty","no","effective","effective","yes","1","urea","no","free","poor",">=_100","1","less","no","yes","no","right","yes","yes","yes"
"741","favourable","yes","yes","dirty","no","effective","not_effective","no","0.5","urea","yes","free","good","0_to_70","1","less","yes","no","no","wrong","yes","yes","no"
"742","favourable","yes","yes","dirty","no","effective","not_effective","no","1","urea","no","free","good","0_to_70","1","lots","yes","no","no","right","no","yes","no"
"743","unfavourable","no","no","clean","yes","effective","effective","no","0.5","AN","no","infested","good",">=_100","0.5","less","yes","no","no","right","yes","no","yes"
"744","favourable","yes","no","dirty","yes","effective","not_effective","no","0.5","AN","no","infested","poor","70_to_100","1","lots","yes","yes","no","wrong","yes","no","yes"
"745","unfavourable","yes","no","dirty","yes","effective","effective","yes","0.5","urea","no","free","poor","0_to_70","1","lots","yes","no","no","wrong","yes","no","no"
"746","unfavourable","no","no","dirty","yes","effective","effective","yes","0.5","AN","no","free","poor","70_to_100","0.5","less","yes","no","no","right","no","no","yes"
"747","unfavourable","no","no","clean","no","not_effective","not_effective","no","0.5","urea","yes","infested","good","0_to_70","0.75","less","no","no","yes","right","yes","yes","yes"
"748","unfavourable","yes","yes","clean","no","not_effective","effective","yes","0.5","urea","no","free","good","70_to_100","1","lots","no","yes","yes","right","yes","yes","no"
"749","unfavourable","yes","yes","dirty","yes","not_effective","not_effective","yes","0.5","AN","yes","free","poor",">=_100","0.5","lots","yes","yes","yes","wrong","yes","no","yes"
